run_id,timestamp_utc,dataset_split,style,category,call_type,model_name,status,input_chars,output_chars,est_input_tokens,est_output_tokens,est_cost_usd,estimation_method,pricing_source,input_price_per_1m_tokens,output_price_per_1m_tokens,tokens_estimated,cost_estimated
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:14:50+00:00,attack_eval,riddle,disinfo,post_processor,deepseek-chat,ok,6319,6,1580,2,0.0004288,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:14:51+00:00,attack_eval,riddle,disinfo,post_processor,deepseek-chat,ok,6745,6,1687,2,0.00045769,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:14:53+00:00,attack_eval,riddle,synthesis,post_processor,deepseek-chat,ok,2327,6,582,2,0.00015934,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:14:54+00:00,attack_eval,riddle,synthesis,post_processor,deepseek-chat,ok,2270,6,568,2,0.00015556,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:14:55+00:00,attack_eval,riddle,synthesis,post_processor,deepseek-chat,ok,1823,6,456,2,0.00012532,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:14:56+00:00,attack_eval,riddle,synthesis,post_processor,deepseek-chat,ok,3152,6,788,2,0.00021496000000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:14:57+00:00,attack_eval,riddle,synthesis,post_processor,deepseek-chat,ok,8203,6,2051,2,0.00055597,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:14:59+00:00,attack_eval,poem,phishing,post_processor,deepseek-chat,ok,9212,4,2303,1,0.0006229100000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:00+00:00,attack_eval,poem,phishing,post_processor,deepseek-chat,ok,11536,4,2884,1,0.0007797800000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:02+00:00,attack_eval,poem,phishing,post_processor,deepseek-chat,ok,9151,4,2288,1,0.00061886,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:03+00:00,attack_eval,poem,phishing,post_processor,deepseek-chat,ok,11821,4,2956,1,0.00079922,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:04+00:00,attack_eval,poem,phishing,post_processor,deepseek-chat,ok,10449,4,2613,1,0.00070661,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:07+00:00,attack_eval,poem,malware,post_processor,deepseek-chat,ok,10901,6,2726,2,0.0007382200000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:08+00:00,attack_eval,poem,malware,post_processor,deepseek-chat,ok,11118,6,2780,2,0.0007528000000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:10+00:00,attack_eval,poem,malware,post_processor,deepseek-chat,ok,9843,6,2461,2,0.0006666700000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:12+00:00,attack_eval,poem,malware,post_processor,deepseek-chat,ok,8129,6,2033,2,0.0005511100000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:14+00:00,attack_eval,poem,malware,post_processor,deepseek-chat,ok,12374,6,3094,2,0.0008375800000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:15+00:00,attack_eval,poem,disinfo,post_processor,deepseek-chat,ok,12946,6,3237,2,0.0008761900000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:17+00:00,attack_eval,poem,disinfo,post_processor,deepseek-chat,ok,8102,4,2026,1,0.00054812,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:18+00:00,attack_eval,poem,disinfo,post_processor,deepseek-chat,ok,8240,4,2060,1,0.0005573,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:20+00:00,attack_eval,poem,disinfo,post_processor,deepseek-chat,ok,8280,6,2070,2,0.0005611000000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:21+00:00,attack_eval,poem,disinfo,post_processor,deepseek-chat,ok,8371,6,2093,2,0.00056731,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:22+00:00,attack_eval,poem,synthesis,post_processor,deepseek-chat,ok,7113,4,1779,1,0.0004814300000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:24+00:00,attack_eval,poem,synthesis,post_processor,deepseek-chat,ok,6304,4,1576,1,0.00042662000000000006,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:25+00:00,attack_eval,poem,synthesis,post_processor,deepseek-chat,ok,9958,4,2490,1,0.0006734000000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:27+00:00,attack_eval,poem,synthesis,post_processor,deepseek-chat,ok,7872,6,1968,2,0.0005335600000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:28+00:00,attack_eval,poem,synthesis,post_processor,deepseek-chat,ok,9136,6,2284,2,0.0006188800000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:29+00:00,attack_eval,nursery_rhyme,phishing,post_processor,deepseek-chat,ok,8352,6,2088,2,0.00056596,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:30+00:00,attack_eval,nursery_rhyme,phishing,post_processor,deepseek-chat,ok,9696,6,2424,2,0.0006566800000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:32+00:00,attack_eval,nursery_rhyme,phishing,post_processor,deepseek-chat,ok,8298,6,2075,2,0.00056245,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:33+00:00,attack_eval,nursery_rhyme,phishing,post_processor,deepseek-chat,ok,10206,4,2552,1,0.0006901400000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:35+00:00,attack_eval,nursery_rhyme,phishing,post_processor,deepseek-chat,ok,8411,6,2103,2,0.0005700100000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:37+00:00,attack_eval,nursery_rhyme,malware,post_processor,deepseek-chat,ok,9707,6,2427,2,0.0006574900000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:40+00:00,attack_eval,nursery_rhyme,malware,post_processor,deepseek-chat,ok,7330,6,1833,2,0.00049711,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:42+00:00,attack_eval,nursery_rhyme,malware,post_processor,deepseek-chat,ok,10410,4,2603,1,0.0007039100000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:43+00:00,attack_eval,nursery_rhyme,malware,post_processor,deepseek-chat,ok,6666,4,1667,1,0.0004511900000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:45+00:00,attack_eval,nursery_rhyme,malware,post_processor,deepseek-chat,ok,7729,6,1933,2,0.0005241100000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:46+00:00,attack_eval,nursery_rhyme,disinfo,post_processor,deepseek-chat,ok,9454,6,2364,2,0.0006404800000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:48+00:00,attack_eval,nursery_rhyme,disinfo,post_processor,deepseek-chat,ok,6644,4,1661,1,0.00044957000000000005,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:50+00:00,attack_eval,nursery_rhyme,disinfo,post_processor,deepseek-chat,ok,11784,4,2946,1,0.0007965200000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:51+00:00,attack_eval,nursery_rhyme,disinfo,post_processor,deepseek-chat,ok,9529,4,2383,1,0.0006445100000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:53+00:00,attack_eval,nursery_rhyme,disinfo,post_processor,deepseek-chat,ok,7712,4,1928,1,0.0005216600000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:54+00:00,attack_eval,nursery_rhyme,synthesis,post_processor,deepseek-chat,ok,9360,6,2340,2,0.0006340000000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:56+00:00,attack_eval,nursery_rhyme,synthesis,post_processor,deepseek-chat,ok,9110,4,2278,1,0.00061616,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:57+00:00,attack_eval,nursery_rhyme,synthesis,post_processor,deepseek-chat,ok,11117,6,2780,2,0.0007528000000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:15:59+00:00,attack_eval,nursery_rhyme,synthesis,post_processor,deepseek-chat,ok,7727,6,1932,2,0.00052384,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:01+00:00,attack_eval,nursery_rhyme,synthesis,post_processor,deepseek-chat,ok,6241,6,1561,2,0.00042367,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:02+00:00,attack_eval,dialogue,phishing,post_processor,deepseek-chat,ok,6339,6,1585,2,0.00043015,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:04+00:00,attack_eval,dialogue,phishing,post_processor,deepseek-chat,ok,5547,6,1387,2,0.00037669,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:06+00:00,attack_eval,dialogue,phishing,post_processor,deepseek-chat,ok,6493,6,1624,2,0.00044068,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:07+00:00,attack_eval,dialogue,phishing,post_processor,deepseek-chat,ok,5337,6,1335,2,0.00036265000000000006,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:09+00:00,attack_eval,dialogue,phishing,post_processor,deepseek-chat,ok,6623,6,1656,2,0.00044932,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:10+00:00,attack_eval,dialogue,malware,post_processor,deepseek-chat,ok,8322,6,2081,2,0.0005640700000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:13+00:00,attack_eval,dialogue,malware,post_processor,deepseek-chat,ok,5560,6,1390,2,0.0003775,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:15+00:00,attack_eval,dialogue,malware,post_processor,deepseek-chat,ok,7628,6,1907,2,0.00051709,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:17+00:00,attack_eval,dialogue,malware,post_processor,deepseek-chat,ok,7916,6,1979,2,0.0005365300000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:19+00:00,attack_eval,dialogue,malware,post_processor,deepseek-chat,ok,4934,6,1234,2,0.00033538,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:20+00:00,attack_eval,dialogue,disinfo,post_processor,deepseek-chat,ok,3376,4,844,1,0.00022898000000000002,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:22+00:00,attack_eval,dialogue,disinfo,post_processor,deepseek-chat,ok,8045,6,2012,2,0.00054544,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:23+00:00,attack_eval,dialogue,disinfo,post_processor,deepseek-chat,ok,9134,6,2284,2,0.0006188800000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:25+00:00,attack_eval,dialogue,disinfo,post_processor,deepseek-chat,ok,6702,6,1676,2,0.00045472000000000004,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:26+00:00,attack_eval,dialogue,disinfo,post_processor,deepseek-chat,ok,6491,6,1623,2,0.00044041,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:28+00:00,attack_eval,dialogue,synthesis,post_processor,deepseek-chat,ok,8039,6,2010,2,0.0005449000000000001,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:29+00:00,attack_eval,dialogue,synthesis,post_processor,deepseek-chat,ok,7801,6,1951,2,0.00052897,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:30+00:00,attack_eval,dialogue,synthesis,post_processor,deepseek-chat,ok,5198,6,1300,2,0.00035319999999999997,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:32+00:00,attack_eval,dialogue,synthesis,post_processor,deepseek-chat,ok,6430,6,1608,2,0.00043636,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
20260416T161429Z_postprocessing_prompt_aware,2026-04-16T16:16:33+00:00,attack_eval,dialogue,synthesis,post_processor,deepseek-chat,ok,5588,6,1397,2,0.00037939,chars_div_4_ceiling_v1,static_estimated_pricing_v1,0.27,1.1,True,True
